questionnaire,value,definition,,,,,,,,,
NFCC1993,Preference for Order and Structure,Persons desire definite order and structure in their lives and abhor unconstrained chaos and disorder. ,,,,,,,,,
CAT-PD,Anhedonia,?This scale evaluates general deficits in positive emotions and energy levels. High scorers report difficulties experiencing joy and excitement\, show little interest in things\, and exhibit lethargy\, lassitude\, and psychomotor slowness.,,,,,
CAT-PD,Anxiousness, This scale measures the tendency to be generally tense\, prone to worry\, fearful\, panicky\, and to excessively anticipate or avoid situations or stimuli that are perceived as dangerous.,,,,,
CAT-PD,Callousness, This scale reflects cold-heartedness\, disregard for the rights\, feelings\, and welfare of others\, and lack of sympathy and empathy.,,,,,
CAT-PD,Cognitive Problems, This scale assesses a range of mental deficits\, including memory problems\, confusion\, disorientation\, and illogical/disorganized thoughts.,,,,,
CAT-PD,Depressiveness, This scale rates the tendency to experience feelings of sadness\, melancholy\, hopelessness\, inferiority\, shame and guilt\, as well as the tendency to hold a generally negative view of oneself\, the world\, and the future.,,
CAT-PD,Domineering,?This scale reflects a general need for power and the tendency to be controlling\, dominant\, and forceful in interpersonal relationships.,,,,,,,
CAT-PD,Emotional Detachment, This scale measures the tendency to be emotionally distant and reserved\, as well as difficulties in the experience\, description\, and expression of feelings.,,,,,,
CAT-PD,Exhibitionism,?This scale assesses the tendency to engage in and derive pleasure from a range of overt attention-seeking behaviors\, behave in an overly flamboyant and theatrical manner characterized by exaggerated displays of emotion\, and act and dress in sexually provocative ways.,,,,,,,
CAT-PD,Fantasy Proneness, This scale appraises the tendency to fantasize\, daydream\, and become fully engrossed in one?? thoughts and experiences\, sometimes to the extent of becoming distracted and losing sight of reality.,,,,,,
CAT-PD,Grandiosity, This scale measures a mixture of arrogance and entitlement. High scorers believe they are important and superior to others\, act in condescending ways\, and feel they deserve special treatment and privileges.,,,,,,,
CAT-PD,Health Anxiety, This scale estimates the tendency to be worried about and preoccupied with one?? own health and possible health problems.,,,,,,,,,
CAT-PD,Hostile Aggression,?This scale reflects a pattern of hostile and violent behavior that is either instrumental (i.e.\, instigated by the individual to achieve a specific goal or purpose) or reactive (i.e.\, in response to some environmental stimulus). In addition\, the scale taps the tendency to be resentful\, mean-spirited\, vindictive\, and sadistic.,,,
CAT-PD,Irresponsibility, This scale measures the extent to which an individual fails to fulfill responsibilities\, requirements\, promises\, and obligations in relationships and other important life roles (e.g.\, school\, work).,,,,
CAT-PD,Manipulativeness, This scale assesses a behavioral pattern of taking advantage of and exploiting others in order to achieve self-serving goals\, as well as the tendency to lie\, cheat\, and behave in overtly or covertly dishonest ways.,,,,,,
CAT-PD,Mistrust, This scale appraises the tendency to question the honesty\, motives\, fidelity\, loyalty\, and believability of others\, as well as a general attitude of jaded negativity\, especially a general disbelief in the integrity or professed motives of others.,,,
CAT-PD,Non-Perseverance, This scale is sensitive to difficulties remaining focused and engaged on tasks that may be perceived as boring\, challenging\, frustrating\, or not enjoyable.,,,,,,
CAT-PD,Non-Planfulness, This scale measures the tendency to act on whims or on the spur of the moment without planning or concern for the consequences.,,,,,,,,,
CAT-PD,Norm Violation, This scale reflects a general disregard for and active rejection of social rules and convention\, a history of engaging in illegal or antisocial acts\, and a pattern of disobedient and defiant behavior towards authority figures.,,,,,,,
CAT-PD,Peculiarity,?This scale estimates the extent to which one?? behavior\, speech\, appearance\, and mannerisms are perceived as odd\, unusual\, or eccentric.,,,,
CAT-PD,Perfectionism,?This scale appraises the belief that any behavior or work??ne?? own or that of others??hat is anything less than flawless is unacceptable.,,,,,,,,,
CAT-PD,Relationship Insecurity, This scale assesses an interpersonal style characterized by interpersonal insecurity\, fear of abandonment by significant others\, jealousy\, and the tendency to anxiously expect\, readily perceive\, and over-react to social rejection or criticism.,,,,
CAT-PD,Rigidity, This scale reflects an inflexible adherence to one?? personal views\, values\, morals\, and an unwillingness to consider the validity of alternative viewpoints or to change one?? mind.,,,,,,
CAT-PD,Risk Taking, This scale measures the tendency to pursue and enjoy activities that are stimulating\, thrilling\, exhilarating\, and potentially dangerous.,,,,,,
CAT-PD,Romantic Disinterest, This scale reflects a general lack of interest in\, desire for\, and enjoyment of sex\, eroticism\, and interpersonal intimacy.,,,,,
CAT-PD,Rudeness, This scale measures the tendency to be blunt\, overly frank\, interpersonally insensitive\, and tactless in interpersonal communication.,,,,,,
CAT-PD,Self Harm, This scale assesses a range of self-injurious thoughts\, feelings\, and behaviors related to both non-lethal (e.g.\, cutting\, burning\, head-banging\, etc.) and lethal (e.g.\, suicidal ideation\, intentions\, and acts) means.
CAT-PD,Social Withdrawal, This scale estimates avoidance of interpersonal interactions and a preference for being alone that is guided either by interpersonal anxiety or a genuine disinterest in interacting with others.,,,,,,,,,
CAT-PD,Submissiveness,?This scale evaluates the yielding of power to others\, over-accommodation of others??needs and wishes\, exploitation by others\, and lack of self-confidence in decision-making\, often to the extent that one?? own needs are ignored\, minimized\, or undermined.,,,
CAT-PD,Unusual Beliefs, This scale measures the tendency to hold unfounded and irrational thoughts\, beliefs\, and ideas about the world\, including beliefs about the powers of oneself\, others\, and objects to control and influence others and the physical world.,,,,
CAT-PD,Unusual Experiences,This scale reflects a range of unusual experiences\, including perceptual distortions that do not correspond to reality as well as dissociation or detachment from reality\, one?? surroundings\, or oneself.,,,,,,
CAT-PD,Workaholism,This scale assesses a general preference for and orientation toward work relative to relationships\, relaxation\, and other important aspects of life\, as well as an excessive focus on achievement\, status\, and success in life.,,,,
JPI,Analytical,Be expected to consider arguments from multiple points of view and may be inclined towards drawing distinctions among otherwise related elements of information. ,,,,,,,,,
JPI,Complexity,Seeks intricate solutions to problems; is impatient with oversimplification; is interested in pursuing topics in depth regardless of their difficulty; enjoys abstract thought; enjoys intricacy.,,,,,,,,,
JPI,Breadth of Interest,Is attentive and involved; motivated to participate in a wide variety of activities; interested in learning about a diversity of things.,,,,,,,,,
JPI,Innovation,A creative and inventive individual\, capable of originality of thought; motivated to develop novel solutions to problems; values new ideas; likes to improvise.,,,,,,,,
JPI,Tolerance,Accepts people even though their beliefs and customs may differ from his or her own; open to new ideas; free from prejudice; welcomes dissent.,,,,,,,,,
JPI,Extroverted,Be outgoing\, sociable and active. ,,,,,,,,
JPI,Sociability,Will eagerly join a variety of social groups; seeks both formal and informal association with others; values positive interpersonal relationships; actively social.,,,,,,,,,
JPI,Social Confidence,Confident in dealing with others; not easily embarrassed or influenced by others; shows presence in interpersonal situations; possesses aplomb.,,,,,,,,,
JPI,Energy Level,Is active and spirited; possesses reserves of strength; does not tire easily; capable of intense work or recreational activity for long periods of time.,,,,,,,,,
JPI,Emotional,Express feelings readily and that have difficulty hiding emotions\, especially under stressful conditions. ,,,,,,,,
JPI,Empathy,Tends to identify closely with other people and their problems; values close emotional ties with others; concerned about others; upset by others' misfortunes.,,,,,,,,,
JPI,Anxiety,Tends to worry over inconsequential matters; more easily upset than the average person; apprehensive about the future.,,,,,,,,,
JPI,Cooperativeness,Is susceptible to social influence and group pressures; tends to modify behavior to be consistent with standards set by others; follows suit; fits in.,,,,,,,,,
JPI,Opportunistic,Be described as diplomatic\, persuasive\, skeptical\, worldly and charming.,,,,,,
JPI,Risk Taking,Enjoys gambling and taking a chance; willingly exposes self to situations with uncertain outcomes; enjoys adventures having an element of peril; takes chances; unconcerned with danger.,,,,,,,,,
JPI,Social Astuteness,Is skillful at persuading others to achieve a particular goal\, sometimes by indirect means ; occasionally seen as manipulative of others\, but is ordinarily diplomatic; socially intelligent.,,,,,,,
JPI,Dependable,Tend to be methodical\, predictable\, systematic\, conservative and mature,,,,,,
JPI,Organization,Makes effective use of time; completes work on schedule; is not easily distracted.,,,,,,,,,
JPI,Traditional Values,"Values traditional customs and beliefs; his or her values may be seen by others as ""old-fashioned; "" takes a rather conservative view regarding contemporary standards of behavior; opposed to change in social customs.",,,,,,,,,
JPI,Responsibility,Feels a strong obligation to be honest and upright; experiences a sense of duty to other people; has a strong and inflexible conscience.,,,,,,,,,
MPQ,Alienation,Have no connection with the people around; Not be part of a group.,,,,,,,,,
MPQ,Control,The tendency to be planfulness.,,,,,,,,,
MPQ,Assertiveness,Assertiveness involves appropriately expressing ideas\, feelings\, and boundaries while respecting other?? rights\, maintaining positive affect in the receiver\, and considering potential consequences of the expression.,,,,,
MPQ,Neuroticism,The tendency to experience frequent and intense negative emotions accompanied by a perceived inability to cope with such experiences.,,,,,,,,,
MPQ,Wellbeing,The tendency to be happy\, fun-loving\, and optimistic.,,,,,,,
MPQ,Harm Avoidance,A heritable tendency to respond intensely to signals of aversive stimuli\, thereby learning to inhibit behavior to avoid punishment\, novelty\, and frustrative nonreward.,,,,,,
MPQ,Social Closeness,Assesses proclivities toward sociability\, warmth\, connect_x0002_edness with others\, and acceptance of support.,,,,,,
MPQ,Traditionalism,Traditionalism involves respecting and upholding traditional values\, morality\, norms\, and practices of one?? own social group. It also includes active resistance to changing traditional values\, morality\, norms\, and practices.,,,
MPQ,Aggression,The tendency to have any behavior intended to cause harm to another person who is motivated to avoid that harm.,,,,,,,,,
MPQ,Achievement,The desire to obtain excellent results by setting high standards and striving to accomplish them. It is a consistent concern with doing things better.,,,,,,,,,
MPQ,Absorption,The tendency to learn more knowledge and to think deeper.,,,,,,,,,
TCI, Novelty Seeking ,A quality associated with exploratory activity in response to novel stimulation\, impulsive decision making\, extravagance in approach to reward cues\, quick loss of temper\, and avoidance of frustration.,,,,,
TCI, Exploratory Excitability ,Enjoy exploring\, and sensation seeking. Seek thrills\, excitement and adventures intolerant to routine & introduce change,,,,,,,
TCI, Impulsiveness?,Excitable\, dramatic\, impressionistic\, make decisions quickly poor impulse control.,,,,,,
TCI, Extravagance ,Extravagant with their money\, energy. And feelings. Gallant\, flamboyant and unrestrained. Prefer to spend money than to save it.,,,,,,,
TCI, Disorderliness ,Quick tempered and disorderly. Express anger outwardly. Don?? like fixed rules and regulations and routines.,,,,,,,,,
TCI, Harm Avoidance ,A personality trait characterized by excessive worrying; pessimism; shyness; and being fearful\, doubtful\, and easily fatigued.,,,,,,,
TCI, Anticipatory Worry and Pessimism,Anticipate harm and failure. Difficulty in getting over humiliating and embarrassing situations,,,,,,,,,
TCI, Fear of Uncertainty ,Cannot tolerate uncertainty\, difficulty in adapting to changes in routine. quite and inactive,,,,,,,,
TCI, Shyness ,Unassertive and shy. Lack confidence.,,,,,,,,,
TCI, Fatigability ,Asthenic\, less energy recover slowly from minor illnesses and stress,,,,,,,,
TCI, Reward Dependence ,A tendency to respond markedly to signals of reward\, particularly to verbal signals of social approval\, social support\, and sentiment.,,,,,,
TCI, Sentimentality?,Sentimental\, sympathetic\, understanding individuals. Show their emotions easily. Experience vicarious emotions easily.,,,,,,,
TCI, Attachment ,Prefer intimacy over privacy. Discuss their experiences and feelings openly. They form warm and lasting social relationships sensitive to rejection and slights.,,,,,,,,,
TCI, Dependence ,Dependent on emotional support. Reluctant to make decisions. Seek support please others. Easily hurt by criticism.,,,,,,,,,
TCI, Self-directedness ,The ability to regulate and adapt behavior to the demands of a situation in order to achieve personally chosen goals and values.,,,,,,,,,
TCI, Responsibility ,Recognize their attitudes\, behaviors & problems reflect their own choices. Accept responsibility for their attitudes,,,,,,,,
TCI, Purposeful ,Goal oriented or purposeful. Sense of meaning and direction in their lives. Activities guided by long term goals.,,,,,,,,,
TCI, Resourcefulness ,Resourceful and effective. Productive\, proactive\, competent and innovative individuals. Rarely lack ideas.,,,,,,,
TCI, Self-acceptance ,Self confident. Accept their strengths and limitations. Very comfortable with their actual mental and physical features.,,,,,,,,,
TCI, Enlightened Second Nature ,Goal congruent\, good habits. Act in accord with their long term goals. Self discipline. Feel Safe and self trusting in many tempting situations.,,,,,,,,
TCI,Cooperativeness,A personality trait that concerns how much a person is generally agreeable in their relations with other people as opposed to aggressively self-centered and hostile.,,,,,,,,,
TCI,Social Acceptance,Tolerant and friendly. Accept other people. ,,,,,,,,,
TCI,Empathy,Imagine in other people's shoes; highly attuned to and considerate of other people's feelings. ,,,,,,,,,
TCI,Helpfulness,Helpful; supportive; encouraging or reassuring; work as part of a team,,,,,,,,,
TCI,Compassion,Compassionate\, forgiving\, charitable and benevolent; they don't enjoy revenge. ,,,,,,,
TCI,Pure-hearted Conscience,Honest\, genuinely scrupulous and sincere persons; incorporated stable ethical principles.,,,,,,,,
TCI,Self-transcendence,A personality trait that involves the expansion or evaporation of personal boundaries. This may potentially include spiritual experiences such as considering oneself an integral part of the universe.,,,,,,,,,
TCI,Self-forgetful,Transcend their self boundaries; absent minded; seem in another world i.e.\, are absorbed; creative and original;,,,,,,,,
TCI,Transpersonal Identification,Extraordinary strong connection to nature. Trying to prevent war\, poverty\, or injustice.,,,,,,,
TCI,Spiritual Acceptance,Believe in miracles\, magical thinking\, extrasensory perception\, and other spiritual phenomena.,,,,,,
CES,Helping,Concern for others,,,,,,,,,
LVI,Achievement,It is important to challenge yourself and work hard to improve.,,,,,,,,,
LVI,Belonging,It is important to be accepted by others and to feel included.,,,,,,,,,
LVI,Concern for the Environment,It is important to protect and preserve the environment.,,,,,,,,,
LVI,Concern for Others,The well-being of others is important.,,,,,,,,,
LVI,Creativity,It is important to have new ideas or to create new things.,,,,,,,,,
LVI,Financial Prosperity,It is important to be successful at making money or buying property.,,,,,,,,,
LVI,Health and Activity,It is important to be healthy and physically active.,,,,,,,,,
LVI,Humility,It is important to be humble and modest about your accomplishments.,,,,,,,,,
LVI,Independence,It is important to make your own decisions and do things your way.,,,,,,,,,
LVI,Loyalty to Family or Group,It is important to follow the traditions and expectations of your family or group.,,,,,,,,,
LVI,Privacy,It is important to have time alone.,,,,,,,,,
LVI,Responsibility,It is important to be dependable and trustworthy.,,,,,,,,,
LVI,Scientific Understanding,It is important to use scientific principles to understand and solve problems.,,,,,,,,,
LVI,Spirituality,It is important to have spiritual beliefs and to believe that you are part of something greater than yourself.,,,,,,,,,
SOV,Theoretical,Discovery of truth.,,,,,,,,,
SOV,Economic,Usefulness.,,,,,,,,,
SOV,Social,Love for people.,,,,,,,,,
SOV,Political,Power and leadership.,,,,,,,,,
SOV,Aesthetic,Harmony and beauty.,,,,,,,,,
SOV,Religious,Unity or moral excellence.,,,,,,,,,
SVS,Power,Attainment of social status and prestige\, and control or dominance over people and resources,,,,,,,,
SVS,Social power ,Control over others\, dominance.,,,,,,,,
SVS,Authority ,The right to lead or command.,,,,,,,,,
SVS,Wealth ,The desire for material possessions\, money.,,,,,,,,
SVS,Preserving My Public Image ,"Protecting my ""face"".",,,,,,,,,
SVS,Social Recognition ,Respect\, approval by others.,,,,,,,,
SVS,Achievement,Personal success through demonstrating competence according to social standards.,,,,,,,,,
SVS,Successful,Achieving goals,,,,,,,,,
SVS,Capable ,Competent\, effective\, efficient.,,,,,,,
SVS,Ambitious ,Hard working\, aspiring.,,,,,,,,
SVS,Influential ,Having an impact on people and events.,,,,,,,,,
SVS,Intelligent ,Logical\, thinking.,,,,,,,,
SVS,Hedonism ,Pleasure or sensuous gratification for oneself.,,,,,,,,,
SVS,Pleasure ,Gratification of desires.,,,,,,,,,
SVS,Self-indulgent,Doing pleasant things.,,,,,,,,,
SVS,Enjoying Life ,Enjoying food\, sex\, leisure\, etc.,,,,,,
SVS,Stimulation,Excitement\, novelty\, and challenge in life.,,,,,,,
SVS,Daring ,Seeking adventure\, risk.,,,,,,,,
SVS,A Varied Life ,Filled with challenge\, novelty and change,,,,,,,,
SVS,An exciting life ,Stimulating experiences.,,,,,,,,,
SVS,Self-direction,Independent thought and action-choosing\, creating\, exploring,,,,,,,
SVS,Curious,Interested in everything\, exploring.,,,,,,,,
SVS,Creativity ,Uniqueness\, imagination.,,,,,,,,
SVS,Freedom ,Freedom of action and thought.,,,,,,,,,
SVS,Choosing own goals ,Selecting one's own purposes.,,,,,,,,,
SVS,Independent ,Self??eliant\, self??ufficient.,,,,,,,,
SVS,Self-respect ,Belief in one's own worth,,,,,,,,,
SVS,Universalism,Understanding\, appreciation\, tolerance\, and protection for the welfare of all people and for nature.,,,,,,
SVS,Protecting the Environment ,Preserving nature.,,,,,,,,,
SVS,Unity with Nature ,Fitting into nature.,,,,,,,,,
SVS,A World of Beauty ,Beauty of nature and the arts,,,,,,,,,
SVS,Broad-minded ,Tolerant of different ideas and beliefs.,,,,,,,,,
SVS,Social Justice ,Correcting injustice\, care for the weak.,,,,,,,,
SVS,Wisdom ,A mature understanding of life.,,,,,,,,,
SVS,Equality ,Equal opportunity for all.,,,,,,,,,
SVS,A World at Peace ,Free of war and conflict.,,,,,,,,,
SVS,Inner harmony ,At peace with oneself.,,,,,,,,,
SVS,Benevolence,Concern for the welfare of close others in everyday interaction.,,,,,,,,,
SVS,Helpful ,Working for the welfare of others.,,,,,,,,,
SVS,Honest ,Genuine\, sincere.,,,,,,,,
SVS,Forgiving ,Willing to pardon others.,,,,,,,,,
SVS,Loyal ,Faithful to my friends\, group.,,,,,,,,
SVS,Responsible ,Dependable\, reliable.,,,,,,,,
SVS,A Spiritual Life ,Emphasis on spiritual not material matters.,,,,,,,,,
SVS,True Friendship ,The desire for close\, supportive friends.,,,,,,,,
SVS,Mature Love ,Deep emotional & spiritual intimacy.,,,,,,,,,
SVS,Meaning in Life ,A purpose in life.,,,,,,,,,
SVS,Tradition,Respect\, commitment\, and acceptance of the customs and ideas that one?? culture or religion impose on the individual.,,,,,,,
SVS,Accepting My Portion in Life ,Submitting to life's circumstances.,,,,,,,,,
SVS,Devout ,Holding to religious faith & belief.,,,,,,,,,
SVS,Humble ,Modest\, self effacing,,,,,,,,
SVS,Respect for Tradition ,Preservation of time-honored customs.,,,,,,,,,
SVS,Moderate ,Avoiding extremes of feeling & action.,,,,,,,,,
SVS,Conformity,Restraint of actions\, inclinations\, and impulses likely to upset or harm others and violate social expectations or norms.,,,,,,,
SVS,Obedient ,Dutiful\, meeting obligations.,,,,,,,,
SVS,Honoring of Parents and Elders ,Showing respect.,,,,,,,,,
SVS,Politeness ,Courtesy\, good manners.,,,,,,,,
SVS,Self-discipline ,Self restraint\, resistance to temptation,,,,,,,,
SVS,Security,Safety\, harmony\, and stability of society\, of relationships\, and of self.,,,,,
SVS,Clean ,Neat\, tidy.,,,,,,,,
SVS,National Security ,Protection of one's nation from enemies,,,,,,,,,
SVS,Reciprocation of Favors ,Avoidance of indebtedness.,,,,,,,,,
SVS,Social Order ,Stability of society.,,,,,,,,,
SVS,Family Security,Safety for loved ones.,,,,,,,,,
SVS,Sense of Belonging ,Feeling that others care about me.,,,,,,,,,
SVS,Healthy,Not being sick physically or mentally.,,,,,,,,,
